-65.04944789	 96.00000000	115.90302013
-65.05869532	 96.00000000	115.81176471
-65.23368852	 96.00000000	113.64705882
-65.37208449	 96.00000000	111.48235294
-65.48325915	 96.00000000	109.31764706
-65.57426591	 96.00000000	107.15294118
-65.65033936	 96.00000000	104.98823529
-65.71531989	 96.00000000	102.82352941
-65.77199893	 96.00000000	100.65882353
-65.82239109	 96.00000000	 98.49411765
-65.86794339	 96.00000000	 96.32941176
-65.90969262	 96.00000000	 94.16470588
-65.94838177	 96.00000000	 92.00000000
-65.98454500	 96.00000000	 89.83529412
-66.01856880	 96.00000000	 87.67058824
-66.05073572	 96.00000000	 85.50588235
-66.08125532	 96.00000000	 83.34117647
-66.11028583	 96.00000000	 81.17647059
-66.13794943	 96.00000000	 79.01176471
-66.16434272	 96.00000000	 76.84705882
-66.18954407	 96.00000000	 74.68235294
-66.21361860	 96.00000000	 72.51764706
-66.23662173	 96.00000000	 70.35294118
-66.25860150	 96.00000000	 68.18823529
-66.27960031	 96.00000000	 66.02352941
-66.29965601	 96.00000000	 63.85882353
-66.31880281	 96.00000000	 61.69411765
-66.33707179	 96.00000000	 59.52941176
-66.35449141	 96.00000000	 57.36470588
-66.37108781	 96.00000000	 55.20000000
-66.38688507	 96.00000000	 53.03529412
-66.40190542	 96.00000000	 50.87058824
-66.41616944	 96.00000000	 48.70588235
-66.42969614	 96.00000000	 46.54117647
-66.44250312	 96.00000000	 44.37647059
-66.45460670	 96.00000000	 42.21176471
-66.46602196	 96.00000000	 40.04705882
-66.47676283	 96.00000000	 37.88235294
-66.48684222	 96.00000000	 35.71764706
-66.49627200	 96.00000000	 33.55294118
-66.50506311	 96.00000000	 31.38823529
-66.51322561	 96.00000000	 29.22352941
-66.52076869	 96.00000000	 27.05882353
-66.52770076	 96.00000000	 24.89411765
-66.53402943	 96.00000000	 22.72941176
-66.53976161	 96.00000000	 20.56470588
-66.54490346	 96.00000000	 18.40000000
-66.54946048	 96.00000000	 16.23529412
-66.55343751	 96.00000000	 14.07058824
-66.55683872	 96.00000000	 11.90588235
-66.55966769	 96.00000000	  9.74117647
-66.56192736	 96.00000000	  7.57647059
-66.56362007	 96.00000000	  5.41176471
-66.56474757	 96.00000000	  3.24705882
-66.56531104	 96.00000000	  1.08235294
-66.56531104	 96.00000000	 -1.08235294
-66.56474757	 96.00000000	 -3.24705882
-66.56362007	 96.00000000	 -5.41176471
-66.56192736	 96.00000000	 -7.57647059
-66.55966769	 96.00000000	 -9.74117647
-66.55683872	 96.00000000	-11.90588235
-66.55343751	 96.00000000	-14.07058824
-66.54946048	 96.00000000	-16.23529412
-66.54490346	 96.00000000	-18.40000000
-66.53976161	 96.00000000	-20.56470588
-66.53402943	 96.00000000	-22.72941176
-66.52770076	 96.00000000	-24.89411765
-66.52076869	 96.00000000	-27.05882353
-66.51322561	 96.00000000	-29.22352941
-66.50506311	 96.00000000	-31.38823529
-66.49627200	 96.00000000	-33.55294118
-66.48684222	 96.00000000	-35.71764706
-66.47676283	 96.00000000	-37.88235294
-66.46602196	 96.00000000	-40.04705882
-66.45460670	 96.00000000	-42.21176471
-66.44250312	 96.00000000	-44.37647059
-66.42969614	 96.00000000	-46.54117647
-66.41616944	 96.00000000	-48.70588235
-66.40190542	 96.00000000	-50.87058824
-66.38688507	 96.00000000	-53.03529412
-66.37108781	 96.00000000	-55.20000000
-66.35449141	 96.00000000	-57.36470588
-66.33707179	 96.00000000	-59.52941176
-66.31880281	 96.00000000	-61.69411765
-66.29965601	 96.00000000	-63.85882353
-66.27960031	 96.00000000	-66.02352941
-66.25860150	 96.00000000	-68.18823529
-66.23662173	 96.00000000	-70.35294118
-66.21361860	 96.00000000	-72.51764706
-66.18954407	 96.00000000	-74.68235294
-66.16434272	 96.00000000	-76.84705882
-66.13794943	 96.00000000	-79.01176471
-66.11028583	 96.00000000	-81.17647059
-66.08125532	 96.00000000	-83.34117647
-66.05073572	 96.00000000	-85.50588235
-66.01856880	 96.00000000	-87.67058824
-65.98454500	 96.00000000	-89.83529412
-65.94838177	 96.00000000	-92.00000000
-65.90969262	 96.00000000	-94.16470588
-65.86794339	 96.00000000	-96.32941176
-65.82239109	 96.00000000	-98.49411765
-65.77199893	 96.00000000	-100.65882353
-65.71531989	 96.00000000	-102.82352941
-65.65033936	 96.00000000	-104.98823529
-65.57426591	 96.00000000	-107.15294118
-65.48325915	 96.00000000	-109.31764706
-65.37208449	 96.00000000	-111.48235294
-65.23368852	 96.00000000	-113.64705882
-65.05869532	 96.00000000	-115.81176471
-65.04944789	 96.00000000	-115.90302013
-64.83250316	 96.00000000	-117.97647059
-64.54084439	 96.00000000	-120.14117647
-64.16363383	 96.00000000	-122.30588235
-63.67581391	 96.00000000	-124.47058824
-63.04685228	 96.00000000	-126.63529412
-62.68401342	 96.00000000	-127.64246969
-62.23429047	 96.00000000	-128.80000000
-61.19360067	 96.00000000	-130.96470588
-60.31857895	 96.00000000	-132.44804557
-59.87342763	 96.00000000	-133.12941176
-58.20756715	 96.00000000	-135.29411765
-57.95314448	 96.00000000	-135.58888264
-56.11920564	 96.00000000	-137.45882353
-55.58771001	 96.00000000	-137.95474266
-53.53077724	 96.00000000	-139.62352941
-53.22227554	 96.00000000	-139.86380587
-50.85684107	 96.00000000	-141.48004855
-50.33817733	 96.00000000	-141.78823529
-48.49140661	 96.00000000	-142.89820461
-46.43143995	 96.00000000	-143.95294118
-46.12597214	 96.00000000	-144.11671269
-43.76053767	 96.00000000	-145.25195758
-41.64490516	 96.00000000	-146.11764706
-41.39510320	 96.00000000	-146.22852989
-39.02966873	 96.00000000	-147.17554244
-36.66423426	 96.00000000	-147.98982987
-35.70660215	 96.00000000	-148.28235294
-34.29879979	 96.00000000	-148.76404658
-31.93336533	 96.00000000	-149.47900404
-29.56793086	 96.00000000	-150.10038818
-28.06877353	 96.00000000	-150.44705882
-27.20249639	 96.00000000	-150.67671218
-24.83706192	 96.00000000	-151.23334373
-22.47162745	 96.00000000	-151.71589739
-20.10619298	 96.00000000	-152.13229863
-17.74075851	 96.00000000	-152.48900215
-16.79012368	 96.00000000	-152.61176471
-15.37532405	 96.00000000	-152.82582259
-13.00988958	 96.00000000	-153.12642778
-10.64445511	 96.00000000	-153.37125167
 -8.27902064	 96.00000000	-153.56350415
 -5.91358617	 96.00000000	-153.70563981
 -3.54815170	 96.00000000	-153.79943639
 -1.18271723	 96.00000000	-153.84604993
  1.18271723	 96.00000000	-153.84604993
  3.54815170	 96.00000000	-153.79943639
  5.91358617	 96.00000000	-153.70563981
  8.27902064	 96.00000000	-153.56350415
 10.64445511	 96.00000000	-153.37125167
 13.00988958	 96.00000000	-153.12642778
 15.37532405	 96.00000000	-152.82582259
 16.79012368	 96.00000000	-152.61176471
 17.74075851	 96.00000000	-152.48900215
 20.10619298	 96.00000000	-152.13229863
 22.47162745	 96.00000000	-151.71589739
 24.83706192	 96.00000000	-151.23334373
 27.20249639	 96.00000000	-150.67671218
 28.06877353	 96.00000000	-150.44705882
 29.56793086	 96.00000000	-150.10038818
 31.93336533	 96.00000000	-149.47900404
 34.29879979	 96.00000000	-148.76404658
 35.70660215	 96.00000000	-148.28235294
 36.66423426	 96.00000000	-147.98982987
 39.02966873	 96.00000000	-147.17554244
 41.39510320	 96.00000000	-146.22852989
 41.64490516	 96.00000000	-146.11764706
 43.76053767	 96.00000000	-145.25195758
 46.12597214	 96.00000000	-144.11671269
 46.43143995	 96.00000000	-143.95294118
 48.49140661	 96.00000000	-142.89820461
 50.33817733	 96.00000000	-141.78823529
 50.85684107	 96.00000000	-141.48004855
 53.22227554	 96.00000000	-139.86380587
 53.53077724	 96.00000000	-139.62352941
 55.58771001	 96.00000000	-137.95474266
 56.11920564	 96.00000000	-137.45882353
 57.95314448	 96.00000000	-135.58888264
 58.20756715	 96.00000000	-135.29411765
 59.87342763	 96.00000000	-133.12941176
 60.31857895	 96.00000000	-132.44804557
 61.19360067	 96.00000000	-130.96470588
 62.23429047	 96.00000000	-128.80000000
 62.68401342	 96.00000000	-127.64246969
